occurrenceID	scientificName	decimalLatitude	decimalLongitude	accuracy	year	establishmentMeans	occurrenceOrigin	bibliographicCitation	associatedReferences	sourceCitation	associatedSequences	claimExtinction	occurrenceRemarks	confidentialityLevel	contributor
WK6772	Pontastacus leptodactylus	54.07436377	13.08888776	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6773	Pontastacus leptodactylus	54.28306003	13.11002197	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6774	Pontastacus leptodactylus	54.10392469	12.3177673	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6775	Pontastacus leptodactylus	53.61188236	12.4936732	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6776	Pontastacus leptodactylus	53.64634745	12.3177673	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6777	Pontastacus leptodactylus	53.547643	12.60504747	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6778	Pontastacus leptodactylus	53.44270432	12.90240765	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6779	Pontastacus leptodactylus	53.56824041	10.9605953	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6780	Pontastacus leptodactylus	53.94202818	9.557458466	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6781	Pontastacus leptodactylus	53.94012954	10.32837732	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6782	Pontastacus leptodactylus	54.21641784	10.48320622	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6783	Pontastacus leptodactylus	54.21641784	10.63480951	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6784	Pontastacus leptodactylus	54.304969	10.49288302	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6785	Pontastacus leptodactylus	54.31437815	10.33482853	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK6786	Pontastacus leptodactylus	54.51521873	9.531653651	low	2019	non-indigenous	introduced		https://kola.opus.hbz-nrw.de/frontdoor/deliver/index/docId/2272/file/Flusskrebse_in_D_MT_Benjamin_Waldmann_2019.pdf	Waldmann, B. (2021). Flusskrebse in Deutschland-Aktueller Stand der Verbreitung heimischer und invasiver gebietsfremder Flusskrebse in Deutschland–Überblick über die erfolgten Schutzmaßnahmen und den damit verbundenen Erfahrungen–Vernetzung der Akteure im Flusskrebsschutz.			grid national georefrenced map	0	Mihaela C. Ion
WK8484	Pontastacus leptodactylus	44.966395451	18.747410421	low	2009	indigenous	native	10.1051/kmae/2011048		Trožić-Borovac, S. (2011). Freshwater crayfish in Bosnia and Herzegovina: the first report on their distribution. Knowledge and Management of Aquatic Ecosystems, (401), 26.			national georefrenced map	0	Mihaela C. Ion
WK8485	Pontastacus leptodactylus	43.566167631	18.598821704	low	2009	indigenous	native	10.1051/kmae/2011048		Trožić-Borovac, S. (2011). Freshwater crayfish in Bosnia and Herzegovina: the first report on their distribution. Knowledge and Management of Aquatic Ecosystems, (401), 26.			national georefrenced map	0	Mihaela C. Ion
WK8550	Pontastacus leptodactylus	43.85381	18.46514	high	2005	indigenous	native	10.1051/kmae/2011048		Trožić-Borovac, S. (2011). Freshwater crayfish in Bosnia and Herzegovina: the first report on their distribution. Knowledge and Management of Aquatic Ecosystems, (401), 26.				0	Mihaela C. Ion
WK8834	Pontastacus leptodactylus	45.4595063642	15.411445248	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8835	Pontastacus leptodactylus	45.4494228236	15.5069639914	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8836	Pontastacus leptodactylus	45.4434969365	15.497951697	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8837	Pontastacus leptodactylus	45.622071323	15.7231022344	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8838	Pontastacus leptodactylus	45.6446137228	16.2312437618	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8839	Pontastacus leptodactylus	45.5152147491	16.2066875304	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8840	Pontastacus leptodactylus	45.5716763088	16.4951468077	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8841	Pontastacus leptodactylus	45.3828257041	16.6886889219	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8842	Pontastacus leptodactylus	45.3616358109	16.7927116667	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8843	Pontastacus leptodactylus	45.3119350151	16.8226142053	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8844	Pontastacus leptodactylus	45.2181740143	16.6426616374	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8845	Pontastacus leptodactylus	45.1548902491	17.2455740667	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8846	Pontastacus leptodactylus	45.1598435687	18.0165758757	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8847	Pontastacus leptodactylus	45.6255381914	18.1016609589	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8848	Pontastacus leptodactylus	45.5862907001	18.2511746164	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8849	Pontastacus leptodactylus	45.7719554037	18.1847554383	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8850	Pontastacus leptodactylus	45.774671149	18.151205298	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8851	Pontastacus leptodactylus	45.5681758064	18.6543987388	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8852	Pontastacus leptodactylus	45.5384426051	18.7762963862	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8853	Pontastacus leptodactylus	45.5379065996	18.9237309589	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8854	Pontastacus leptodactylus	45.840615027	18.8465736122	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8855	Pontastacus leptodactylus	45.8250177269	18.7944684095	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8856	Pontastacus leptodactylus	45.3498131933	18.9967870964	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8857	Pontastacus leptodactylus	45.2274327338	19.2763417481	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8858	Pontastacus leptodactylus	44.8870342848	18.8137087504	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8859	Pontastacus leptodactylus	44.8777784793	18.8303459944	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8860	Pontastacus leptodactylus	44.9219359144	18.7795641756	low	2010	indigenous	native	10.1051/kmae/2011051		Maguire, I., Jelić, M., & Klobučar, G. (2011). Update on the distribution of freshwater crayfish in Croatia. Knowledge and management of aquatic ecosystems, (401), 31.				0	Mihaela C. Ion
WK8871	Pontastacus leptodactylus	45.3983140414	15.4350977877	low	2016	indigenous	native	10.1051/kmae/2017053		Maguire, I., Klobučar, G., Žganec, K., Jelić, M., Lucić, A., & Hudina, S. (2018). Recent changes in distribution pattern of freshwater crayfish in Croatia− threats and perspectives. Knowledge & Management of Aquatic Ecosystems, (419), 2.				0	Mihaela C. Ion
WK8872	Pontastacus leptodactylus	45.8895724341	16.7778478546	low	2016	indigenous	native	10.1051/kmae/2017053		Maguire, I., Klobučar, G., Žganec, K., Jelić, M., Lucić, A., & Hudina, S. (2018). Recent changes in distribution pattern of freshwater crayfish in Croatia− threats and perspectives. Knowledge & Management of Aquatic Ecosystems, (419), 2.				0	Mihaela C. Ion
WK8873	Pontastacus leptodactylus	45.2381933191	17.011799021	low	2016	indigenous	native	10.1051/kmae/2017053		Maguire, I., Klobučar, G., Žganec, K., Jelić, M., Lucić, A., & Hudina, S. (2018). Recent changes in distribution pattern of freshwater crayfish in Croatia− threats and perspectives. Knowledge & Management of Aquatic Ecosystems, (419), 2.				0	Mihaela C. Ion
